ImageName,LocalEnergy_0_1,LocalEnergy_0_2,LocalEnergy_0_3,LocalEnergy_0.7853981633974483_1,LocalEnergy_0.7853981633974483_2,LocalEnergy_0.7853981633974483_3,LocalEnergy_1.5707963267948966_1,LocalEnergy_1.5707963267948966_2,LocalEnergy_1.5707963267948966_3,LocalEnergy_2.356194490192345_1,LocalEnergy_2.356194490192345_2,LocalEnergy_2.356194490192345_3,MeanAmplitude_0_1,MeanAmplitude_0_2,MeanAmplitude_0_3,MeanAmplitude_0.7853981633974483_1,MeanAmplitude_0.7853981633974483_2,MeanAmplitude_0.7853981633974483_3,MeanAmplitude_1.5707963267948966_1,MeanAmplitude_1.5707963267948966_2,MeanAmplitude_1.5707963267948966_3,MeanAmplitude_2.356194490192345_1,MeanAmplitude_2.356194490192345_2,MeanAmplitude_2.356194490192345_3,class
MaI286_132.jpg_0_3.png,1722255,479532,29107149,29879926,31005130,5664385,1729219,753048,28964453,30008515,31112010,5773520,65386157,109820,37965583,39861752,20532810,60691387,65407075,265392,38004403,39834361,20504712,60734322,medium
MaI286_132.jpg_0_4.png,2062371,443557,28132388,29676314,31306321,6662239,2065726,865581,28057261,29748634,31477531,6774737,64859135,103877,36014772,37829030,19492499,59524593,64881820,293879,36103851,37794046,19457439,59576511,medium
MaI286_132.jpg_0_5.png,1743690,445074,28636870,29952070,31324966,5952514,1749310,791599,28583678,30080130,31532489,6063844,65294268,107206,36958656,38824770,19997414,60386502,65314090,249033,37045480,38799582,19971909,60435964,medium
MaI286_132.jpg_0_6.png,2054061,451347,27728226,29640478,31785473,6095915,2079374,705884,27745593,29729329,31866029,6130288,64656273,108307,35771086,37583536,19353821,60032341,64674732,204310,35820647,37569109,19339619,60045536,medium
MaI286_138.jpg_0_4.png,2137715,532883,24318574,27853476,31199730,8024572,2124795,736358,24509102,28056962,31400536,8148710,65090401,125347,32627116,34243536,17642692,59338618,65105937,225982,32639964,34221442,17622230,59351644,medium
MaI286_138.jpg_0_5.png,1836487,510681,24295908,27415615,30885279,8789843,1850544,727944,24411084,27489166,30932051,8875810,65360405,124191,32716572,34342219,17691341,59488961,65374916,216460,32747160,34320966,17670583,59499942,medium
MaI286_138.jpg_0_6.png,2270076,454359,21470323,26210840,30677253,10053074,2293939,682970,21747344,26352463,30938265,10122424,64329358,107741,31697379,33310312,17155419,58782280,64331745,201248,31738398,33289041,17132081,58817944,medium
MaI286_142.jpg_0_2.png,1242208,411429,29839578,31256324,32332346,4046026,1261023,594927,29545005,31340238,32443746,4133311,65798468,119421,39057804,41056292,21130834,62659008,65802357,228085,39092197,41039602,21112514,62692013,good
MaI286_142.jpg_0_3.png,1494474,597823,28657127,30210451,31695392,5907647,1479982,938252,28615828,30353680,31841850,6090893,65785144,162867,37263997,39094035,20150548,60866363,65812882,366366,37324566,39060562,20114226,60930083,good
MaI286_142.jpg_0_5.png,1702960,564234,28529812,30206434,31734863,5800431,1723629,864255,28512507,30429937,31915980,5898201,65402462,144582,36966058,38795664,19995997,60489817,65427871,291057,37000877,38769783,19970570,60521017,good
MaI286_142.jpg_0_6.png,1846838,483338,29135552,30636753,31646603,5058928,1836564,644369,29174475,30644463,31778379,5155650,64781252,124014,37841116,39762183,20475217,60902884,64801566,200191,37842601,39744145,20455881,60951710,good
MaI286_142.jpg_0_4.png,1718610,555982,28386296,30213673,31758209,5754480,1713906,930051,28409739,30310175,32002058,5942309,65413778,141350,36891630,38728741,19961791,60556610,65439964,315277,36950839,38694835,19926980,60612005,good
MaI286_142.jpg_0_8.png,1458397,360215,28797831,30488266,32386805,5168843,1483419,717467,28699382,30635967,32481180,5313062,65732797,85147,37421857,39328336,20251621,61455183,65748607,245551,37487588,39303187,20223466,61524774,good
MaI286_142.jpg_0_7.png,1520192,435193,29771360,30685878,31426410,5143290,1520943,764727,29548932,30785602,31485936,5316337,65612522,109093,38481084,40425012,20826328,61142766,65639203,256551,38530620,40400168,20796076,61203943,good
MaI286_144.jpg_0_0.png,2866890,668139,29398380,30624871,31133308,5522432,2857612,532991,29723851,30673050,31322139,5591713,63703286,154793,37426480,39347551,20249234,59630928,63721412,157939,37409843,39332874,20234291,59662639,good
MaI286_144.jpg_0_1.png,1613986,561830,28225677,29970173,31888606,6520362,1610665,888786,28279046,30112480,32014948,6690948,65653046,154060,36414877,38236031,19702526,60492290,65674247,292186,36463514,38202620,19665198,60545128,good
MaI286_144.jpg_0_2.png,1605825,399242,27935182,30041864,32480242,5301932,1614930,560411,28134675,30147017,32500892,5386867,65313217,100052,36716950,38616200,19868732,61770666,65322914,175319,36740855,38604329,19855404,61768447,good
MaI286_145.jpg_0_0.png,2419714,734670,26527254,29125256,31286717,6268422,2427127,676111,26924572,29136531,31314558,6282429,63976140,227770,35114164,36892902,19001059,60035344,63982571,218925,35090606,36878853,18983760,60072005,good
MaI286_146.jpg_0_0.png,786040,416131,29601172,29020200,30492453,2760096,758985,434542,29917466,29086430,30524976,2829859,66350872,134125,42813094,45017162,23169127,64140860,66367143,151102,42781218,44995038,23142064,64241699,good
MaI286_146.jpg_0_1.png,980076,720881,28767958,29421531,30534619,5135981,956733,827016,29186940,29518137,30744672,5401336,66339370,237285,39454032,41383667,21346443,61924287,66370979,299186,39387904,41332483,21287956,62111506,good
MaI286_146.jpg_0_2.png,1113321,400424,29230396,29768326,31150121,3719973,1103252,471019,29626680,29815042,31201331,3846066,65907737,108292,40413052,42512532,21875593,63294251,65923090,170961,40396198,42495234,21856797,63364998,good
MaI286_150.jpg_0_0.png,1083645,586576,26864200,28965498,31552848,5518688,1076490,450445,27397072,29153882,31663606,5533029,66033919,186722,37158538,39035132,20087918,62895776,66055852,160479,37103020,39022854,20072464,62948099,good
MaI286_152.jpg_0_3.png,1698889,568478,27622940,29018889,30710423,7374894,1717036,974687,27533452,29085334,30990912,7467812,65415769,143218,36024886,37808843,19497121,60026244,65452800,362283,36083872,37777330,19463386,60172578,good
MaI286_152.jpg_0_2.png,1173642,309289,29134532,30123017,31546310,4540964,1178968,506471,29165293,30355730,31656141,4525794,65782418,76169,38723220,40758743,20968730,62963400,65791658,195589,38777505,40740894,20951079,63051898,good
MaI286_152.jpg_0_6.png,2437126,548248,27944712,29566677,31005020,5886159,2460105,779548,27801997,29685973,31330873,5983917,63726230,129704,36118140,37949519,19558664,59505853,63752719,276438,36162711,37921947,19527659,59597485,good
MaI286_152.jpg_0_1.png,1510387,570937,28233039,29466690,30801741,6299351,1522011,950595,28340805,29714093,31070166,6473814,65749747,153487,37054511,38899546,20058591,60711769,65781619,360873,37126809,38858819,20015926,60838156,good
MaI286_152.jpg_0_0.png,1457162,516403,28231427,29441812,31090122,5049061,1436786,590000,28511993,29694712,31338907,4998146,65546928,157979,38023279,39975954,20579182,62243597,65562214,210498,38032263,39958158,20561109,62335196,good
MaI286_152.jpg_0_8.png,2267927,542020,27183614,29005919,31092534,6392463,2257858,804917,27190622,29067129,31303708,6483399,63966419,139078,35265088,37028063,19082312,59231695,63998154,277997,35300462,37009173,19057124,59342289,good
MaI286_153.jpg_0_0.png,1812863,608818,27404205,29336562,31572128,5222727,1815369,800499,26898185,29429586,31671255,5349437,64823153,213952,35851237,37703992,19417004,61290233,64824909,293003,35913543,37681716,19391817,61313877,good
MaI286_152.jpg_0_7.png,2248698,541794,28623904,29941037,30953591,5793485,2254241,894196,28341869,30052678,31293325,5896985,64182140,135614,36609364,38447971,19815963,59537721,64212631,308006,36675857,38426060,19790777,59628579,good
MaI286_156.jpg_0_3.png,1445811,548276,29131087,30724182,32018742,5162265,1445883,857398,28935409,30867088,32338830,5255360,65863425,143728,37777853,39660372,20439382,61322647,65890707,318564,37815791,39635426,20412872,61369618,good
MaI286_156.jpg_0_0.png,1087803,358888,30557006,29276435,30226745,2912349,1087317,491043,30199365,29280653,30225866,3020389,65984947,106380,42319224,44515753,22909735,63565185,66001443,175501,42326805,44490585,22883808,63623271,good
MaI286_156.jpg_0_2.png,1213823,370955,31196326,31027250,31015760,3103158,1203993,428867,30856477,31196237,31144894,3188194,65719275,96171,41015964,43129976,22192504,63317160,65740599,159581,40977533,43115275,22176688,63345888,good
MaI286_156.jpg_0_4.png,1680155,515830,27922320,30013472,32276831,5687747,1671245,845529,27856012,30056394,32449462,5789722,65543059,130326,36299240,38107740,19639511,60715595,65569777,292901,36344918,38081766,19612112,60765298,good
MaI286_160.jpg_0_0.png,2020561,633714,29361349,30580373,31458445,4985303,2027467,630102,29617856,30636592,31500464,5073061,64740107,201922,38374569,40336645,20761555,61163347,64746929,218442,38382776,40324252,20746216,61208643,good
MaI286_162.jpg_0_0.png,1142387,363048,28142480,30369998,29665505,2782874,1146105,558836,28235339,30435494,29872080,2894040,65892535,107810,46619338,49049386,25237097,63529548,65909235,217514,46639159,49026240,25212460,63628238,good
MaI286_162.jpg_0_3.png,1374313,542322,29308631,28497345,29656845,5463384,1386812,929412,29022116,28639698,29892967,5664775,65924363,136230,39936053,41927143,21610937,61156374,65960582,336508,39953212,41886862,21571993,61272173,good
MaI286_165.jpg_0_1.png,2460298,887333,28466907,29108652,30109434,6642969,2438027,1148457,27992027,29319532,30281694,6911523,63973756,249035,36738621,38536922,19887680,58888741,63992983,428801,36766269,38497900,19840858,58997769,good
MaI286_165.jpg_0_0.png,2512181,719516,29492944,29296650,30063759,4835499,2520897,779607,28837557,29243995,30083638,5006567,63894591,215902,39454162,41476336,21362171,60296873,63905907,282769,39476119,41450801,21332042,60370347,good
MaI286_165.jpg_0_2.png,2409617,604683,28428149,29372478,30774661,5803653,2413354,836721,27976161,29515298,30897359,5890162,63803731,153287,37048507,38965794,20059775,60288717,63810660,292497,37089807,38951394,20044535,60310110,good
MaI286_166.jpg_0_0.png,967326,387458,29102513,29107839,29958851,2883615,959484,586412,28752762,29069894,30039066,3031511,66098456,120776,44242211,46525899,23942187,63774199,66111706,249056,44260802,46504522,23920418,63857553,good
MaI286_166.jpg_0_1.png,1316067,569163,29464742,28457161,29691654,4933182,1300342,954621,28898568,28621043,29884380,5168902,65921747,158129,40465074,42485269,21911692,61519724,65948300,372419,40500570,42443773,21866090,61670236,good
MaI286_166.jpg_0_2.png,1306088,335914,30240520,29923827,30976273,3609316,1297623,565088,29784099,29909198,30958689,3716032,65684310,83510,40544012,42669535,21955597,62972026,65692985,209038,40589697,42654242,21941737,62980030,good
MaI286_166.jpg_0_3.png,1581227,548742,28764892,29546820,30989133,5728178,1578867,881519,28349801,29584513,31020827,5902486,65600683,140868,37827874,39699342,20464789,60823604,65634399,345425,37860559,39670885,20436107,60875474,good
MaI286_168.jpg_0_0.png,1163850,561372,26962580,29622492,31918566,4392572,1141904,503216,28130179,29753822,32126958,4523143,66014530,181464,37337430,39235494,20195902,63069158,66033490,175754,37308069,39214056,20171318,63131609,good
MaI286_170.jpg_0_0.png,840025,411850,29762600,31078697,32085535,3177310,824550,518878,30072838,31077611,32180505,3250513,66322341,143186,40271702,42340879,21790141,63833632,66334184,206726,40287038,42328901,21775609,63861223,good
MaI286_176.jpg_0_0.png,979673,440413,27160718,29786494,32372078,4128244,964954,548031,27432723,29776833,32376102,4333679,66070727,159501,37458236,39378212,20263266,63523844,66081938,211775,37472503,39360551,20246132,63517323,good
